title;artist;year;views;url;lyric
Heathens;twenty one pilots;2016;3077064.0;https://genius.com/twenty-one-pilots-Heathens-lyrics;"All my friends are heathens, take it slow (In the city, boy, in the city)
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse
All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse
Welcome to the room of people who have rooms of people
That they loved one day, locked away
Just because we check the guns at the door
Doesn't mean our brains will change from hand grenades
You'll never know the psychopath sitting next to you
You'll never know the murderer sitting next to you
You'll think, ""How'd I get here, sitting next to you?""
But after all I've said, please don't forget
We don't deal with outsiders very well
They say newcomers have a certain smell
You have trust issues, not to mention
They say they can smell your intentions
You'll never know the freak show sitting next to you
You'll have some weird people sitting next to you
You'll think ""How did I get here, sitting next to you?""
(Watch it)
(Watch it)
Why'd you come? You knew you should have stayed (It's blasphemy)
I tried to warn you just to stay away (Wouldn't listen to me)
And now they're outside, ready to bust (And guess what?)
It looks like you might be one of us"
Hotel Room Service;Pitbull;2009;428164.0;https://genius.com/Pitbull-Hotel-Room-Service-lyrics;"DJ
Jim Jonsin
Meet me at the hotel room
Meet me at the hotel room
Meet me at the hotel room
Meet me at the hotel room
Forget about your boyfriend
And meet me at the hotel room
You can bring your girlfriends
And meet me at the hotel room
Forget about your boyfriend
And meet me at the hotel room
You can bring your girlfriends
And meet me at the hotel room
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
Two in the ""o"", and one in the eye
That kinky stuff, you nasty
And like T.I., it's whatever you like
Your man just left, I'm the plumber tonight
I'll check yo pipes, oh, you the healthy type
Well, here goes some egg whites
Now gimme that sweet
That nasty, that Gucci stuff
Two plus two
I'm gon' undress you
Then we're gonna go three and three
Forget about your boyfriend
And meet me at the hotel room
You can bring your girlfriends
And meet me at the hotel room
Forget about your boyfriend
And meet me at the hotel room
You can bring your girlfriends
And meet me at the hotel room
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
Afterparty in hotel lobby
Then we off to the room, like vroom
Put them fingers in you mouth, or open up you blouse
And pull that g-string down south
Ooh, okay shawty, one's company
Two's a crowd, and three's a party
And by nature, she's naughty
Now gimme that sweet
That nasty, that Gucci stuff
Forget about your boyfriend
And meet me at the hotel room
You can bring your girlfriends
And meet me at the hotel room
Forget about your boyfriend
And meet me at the hotel room
You can bring your girlfriends
And meet me at the hotel room
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
We at the hotel, motel, Holiday Inn
Mujeres"
Grown Woman;PARTYNEXTDOOR;2014;208982.0;https://genius.com/PARTYNEXTDOOR-Grown-Woman-lyrics;"Sittin' court side (Court side), to the game she play (Play)
She the dark-skin chick (Ayy) with a light-skin crew (Ayy)
Her pretty face and 'em high heel shoes
Got love for them niggas, we got love for you too, I know
Either way (Yeah)
Why you letting them think for you?
When you a grown ass woman (Yeah)
Baby, you're a grown, oh
Why you letting them think for you? (You trippin')
When you a grown ass woman
Baby, you a grown, oh
Why they doing the thinkin' for you? (You gotta tell me somethin')
No (You gotta tell me somethin')
Why they doing the thinkin' for you?
Tell me, baby (No, I'll tell you)
drop tops
Must be the liquor cause it's place she never been
""Oh, and pour it up"" she said (Yeah, pour it up)
""Oh, and pour it up"" she said
She tryna leave with me, I'm tryna leave with her (Yeah)
But she with her friends, yeah, handful of girls
Goddamn, homie, she fly
Blowing grams, I'm tree high
She fly like G-5
I see your friends tryna tell you how you need to stay back (Oh, yeah, yeah)
Girl, you see the player got a plan, and you know you need that
Either way
Why you letting them think for you?
When you're a grown ass woman
Baby, you're a grown ass woman
Why you letting them think for you
When you a grown ass woman
Baby, you a grown ass woman
Why they doing the thinking for you?
Noo, why they doing the thinking for you
(Tell me, baby)
All my niggas in the V.I.'
Still bumpin' Aaliyah baby
And you rocking with a G now baby
Baby, no games at all, no
Oh, oh, oh, oh
Ohh, without you
Ohh, without you
Ohh, without you
Ohh, without you
Ohh, without you
Baby, no games at all, no"
Pretty Girl;Clairo;2017;530596.0;https://genius.com/Clairo-Pretty-Girl-lyrics;"And I could be a pretty girl
I'll wear a skirt for you
And I could be a pretty girl
Shut up when you want me to
And I could be a pretty girl
Won't ever make you blue
And I could be a pretty girl
I'll lose myself in you
And I could be a pretty girl
I'll wear a skirt for you
And I could be a pretty girl
Shut up when you want me to
And I could be a pretty girl
I'll never make you blue
And I could be a pretty girl
I'll lose myself in you"
New Level;A$AP Ferg;2015;;https://genius.com/AAP-Ferg-New-Level-lyrics;
​fast;Sueco;2019;;https://genius.com/Sueco-​fast-lyrics;
RM - 비싼여자 Expensive Girl Cover English Translation;Genius English Translations;2009;;https://genius.com/Genius-English-Translations-RM-비싼여자-Expensive-Girl-Cover-English-Translation-lyrics;
Evil Twin;Eminem;2013;983987.0;https://genius.com/Eminem-Evil-Twin-lyrics;"But I think—think the lines are starting to get blurred
I feel like Ma$e when he gave up the game for his faith
I feel like I'm caged in these chains and restraints
Grimmin' every stranger in the place while I gaze into space
‘Cause I'm mentally rearrangin' his face
I done quit chicken heads cold turkey
And started slowly roastin' 'em
‘Cause that's where most of my anger is based
I feel like I play for the Saints
I just wanna hurt you—aim for the skanks
Then aim for all these fake Kanyes, Jays, Waynes, and the Drakes
I'm frustrated ‘cause ain't no more N'Sync, now I'm all out of whack
I'm all out of Backstreet Boys to call out and attack
And I ain't stoppin' 'til the swear jar's full
""You done called every woman a slut but you're forgetting Sarah, Marshall
(Palin)
And next time I show up to court
I'll be naked and just wear a law suit
You're so fuckin' gravy, Marshall, I should start callin' you 'au jus'
‘Cause all's you do is spit them lyrics out the wazoo""
I believe people can change but only for the worse
so satanic
K-Mart chains panic ‘cause they can't even spin back the curse words
‘Cause they're worse when they're reversed, motherfucker
Rekcufrehtom!
(
Rape your mother
)
Tihs!
(
Kill your parents
)
Adult with a childish-like arrogance
Wild ever since the day I came out, I was like, ""Merits?
Fuck that! I'd rather be loud, and I like swearin'""
From the first album even the gals were like, ""Tight lyrics, dreamy eyes!""
But my fuckin' mouth was nightmarish
Borderline genius who's bored of his lines
And that sort of defines where I'm at and the way I feel now
[Chorus: Eminem & 
Royce Da 5'9""
]
There's darkness closing in (
Evil twin
), there it goes again (
My evil twin
)
It controls my pen (
My evil twin
), but that ain't me, it's my evil twin
Welcome back to the land of the living, my friend
You have slept for quite some time
So who's left?
Lady Gaga? Mess with the Bieber?
Nah, F with Christina
I ain't fuckin' with either Jessica neither: Simpson or Alba
My album's just sicker than strep with the fever
Get the Chloraseptic, Excedrin, Aleve, or
Extra Strength Tylenol 3s
Feel like I'm burnin' to death, but I'm freezin'
Bedridden
and destined never to leave the
Bedroom ever again, like the legend of Heath-uh-
Ledger, my suicide note's barely legible; read the
Bottom, it's signed by the Joker
Lorena said I never can leave her
She'll sever my wiener I ever deceive her
Fuck that shit, bitch! Give up my dick for pussy?
I'll be Jerry Mathers I ever left it to Beaver
Get them titties cut off tryna mess with a cleaver
Golly wolly, I vent, heat register, Jesus
Ever since 19946 Dresden
it was definitely in my destiny
When on the steps, I met DeShaun at Osborn
They were sleepin', I made 'em stop snorin'
Made 'em break out the popcorn
Now I've been hip hop in its tip-top form
Since N.W.A was blarin' through my car windows
Leanin' on the horn, screamin', ""Fuck the police,"" like cop porn
Flipped rap on its ear like I dropped corn
Fuck top five, bitch, I'm top four
And that includes Biggie and Pac, whore
And I got an evil twin
So who the fuck you think that third and that fourth spot's for?
And crazy as I am, I'm much tamer than him, and I'm nuts
Then again, who the fuck wants a plain Eminem?
Hi! Faggot
Look who's back with a crab up his ass like a lobster crawled up there
Two rabbits, a koala bear, and a ball of hair
And you're all aware I don't got it all upstairs
Guess that's why I'm an addict and it's so small up there
That I should call the Looney Police to come get me
‘Cause I'm so sick of bein' the truth
I wish someone'd finally admit me
To a mental hospital with Britney
Jo-
-se Baez couldn't beat this rap—O.J., no
Hooray, I'm off the hook like Casey Anthony, hey ho
(Hey, ho)
I sound like I'm tryna sing the fuckin' chorus to ""Hip Hop Hooray""
No,
you got bottom-end like an 8-0-8
And I (Base) whether we're fuckin' off that instead of your face so
Let your low-end raise, yo
Change that tune, you ain't got a remote chance to control me
Don't try to fix me, I'm broke, so I don't work
So are you, but you're broke ‘cause you don't work
And blamed it on him when they tried to criticize
‘Cause we are the same
Bitch"
My Choppa Hate Niggas;21 Savage & Metro Boomin;2017;;https://genius.com/21-Savage-Metro-Boomin-My-Choppa-Hate-Niggas-lyrics;
F.N;Lil Tjay;2019;1270577.0;https://genius.com/Lil-Tjay-FN-lyrics;"SB strapped up in the field with it
Smelly drive mean a bullet to your heart, nigga
Man, I wish my nigga Smelly could've seen me lit now"
DARK PLACE demo;Juice WRLD;2017;333998.0;https://genius.com/Juice-WRLD-DARK-PLACE-demo-lyrics;"Lost in a dark place, lost in a dark place
Lost in a dark place
Lost in a dark place, trapped in the crawlspace
They tell me they care, they're just in love with the music
So they'll never know about the pain I go through
It's like a chain of reactions, all these demon attacks
Tear me apart, won't let the demons take over me
It's like I'm lost in the motions, use this song as a rope
To wrap around the commotion, tie the knot at my throat
I look at death as a notion, I don't want it no more
But it's too late to reverse it, as I fall on the floor
Lost in a dark place, lost in a dark place
Demons inspire me"
How Did I Get Here;Offset;2019;199153.0;https://genius.com/Offset-How-Did-I-Get-Here-lyrics;"We was livin' up in College Park (College Park)
Midnight, heard the gunfight (Gunfight)
Playin' football at Forest Park (Forest Park)
Gresham Park where your moment get defined (Get defined)
Have you ever done time? (Time)
Lookin' at my kids through the blinds (Blinds)
Confinement mind (Confinement)
How you feelin' when you face a dime? (Time)
Then I fucked around, beat the odds (Fucked around)
I'm from the A, I love your ass, it's a peach (Peach)
Miss my dawg, dead and gone (Miss him)
I can hear his voice telling me ""Don't go alone"" (Pistol)
Baptized at First Baptist Church
The pastor name was Reverend Johnson (Okay)
Chastised his shirt and matchin' shoes
But had to front, it never bothered him (Okay)
Hurt his pride but he swallowed it (Okay)
Dirt is all that he spotted
And in the dirty south where bodies pilin' up
So high, they block the birds and rerouted 'em (Damn)
Plenty murderers had observers but
You never heard a peep out of them
So many funerals it ain't enough numerals to keep count of them (Woah)
Look, I'm just settin' the scene
Back when I stared at the phone as I'm lettin' it ring
Another collector, they leave us a message
My mama in deficit, must intervene
I got superstar dick for these bitches now
I got superstar dick for these bitches now"
Cruise Remix;Florida Georgia Line;2013;215858.0;https://genius.com/Florida-Georgia-Line-Cruise-Remix-lyrics;"And this brand new Chevy with a lift kit (
Hey
), would look a hell of a lot better with you up in it (
Come on
)
Yeah, she was sippin' on Southern and singin' Marshall Tucker
She hopped right up into the cab of my truck and said
""Fire it up, let’s go get this thing stuck"" (
I said
)
And this brand new Chevy with a lift kit (
Hey
), would look a hell of a lot better with you up in it (
Come on
)
In this brand new Chevy with a lift kit (
Hey
), would look a 
hell of a lot better with you up in it
 (Come on)"
Red Velvet - Psycho English Translation;Genius English Translations;2019;347929.0;https://genius.com/Genius-English-Translations-Red-Velvet-Psycho-English-Translation-lyrics;I'm original visual
100it Racks;DJ ESCO;2016;314331.0;https://genius.com/DJ-ESCO-100it-Racks-lyrics;"Summer '16
Yeah
Freebandz, OVO
DJ Esco
Talkin' duffle talk, yeah
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
And I, I got a...
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
All y'all niggas don't matter
I hit threes off-balance
I switch hands like Allen
I'm just blessed, full of talent
For the whole 6, I'm wildin'
You think she your baby girl
She text us like Dallas
Oh, shit, guess it don't matter
Talk down on me, I'm flattered
Whole Freebandz on Xanax
Y'all can't do no damage
Wrong cup, guess it don't matter
This one tastes like candy
This one must be Hendrix
Fuck y'all boys, y'all finished
You're dead!
I don't talk to hoes about business
Diamond in my tooth from the dentist
Put a nigga name in the Guinness
'Member when my phone was on minutes
I ain't dead yet like I'm Bruce Willis
I ain't really worried 'bout a image
Y'all still treat it like a scrimmage
And I, I got a...
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
I, I got a...
 (
DJ Esco
)
Got a hunnit racks bustin' out the wrapper
(
Yeah!
)
Got a hunnit racks bustin' out the wrapper
(
Why not? Haha
)
Got a hunnit racks bustin' out the wrapper
(
Okay
)
Got a hunnit racks bustin' out the wrapper
(
Okay
)
Got a hunnit racks bustin' out the wrapper
(
Okay
)
Got a hunnit racks bustin' out the wrapper
(
Truuu!
)
Got a hunnit racks bustin' out the wrapper
(
2 Chainz!
)
Hundred thousand bustin' out the wrapper (Ugh!)
I don't really talk to y'all rappers (Mm!)
Put another hundred in the rifle (Rifle)
Everybody better be quiet, uh (Shhhh)
Everybody put your hands higher (Higher!)
Then I chop the top like, ""Hi-yah,"" woo!
All of my 16s fire, ooh
All of my bitches bi-ah
They buyin' extra clothes, I mean
They bisexual, I mean
Roll up the Texaco, I mean
This is the crazy flow
I got a straitjacket in the booth (Ugh)
All of you niggas that took the swag (Ugh!)
I'ma have to get residuals (Ugh!)
I'm a different individual (Ugh!)
Got my hand on my genitals (Ugh!)
I got a...
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
And I, I got a...
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Crocodile Hermès bag (Bag)
Stuffed all down my pockets (Whoa)
Hundred racks sittin' in the plastic (Plastic)
I ain't gon' even fuckin' touch it (Touch it)
You can go ask L.A. (Lay)
I don't go to work on budgets (Ugh)
You can go check these stones (Stones)
Everything on me flooded (Flooded)
And I gotta work three phones (Phones)
Name another nigga gettin' cloned (Cloned)
Put a hoe nigga on a shirt (Shirt)
Got a new bank account alert ('Lert)
Whole Freebandz on mud (Mud)
Taliban gang on Percs (Percs)
I ain't gonna take no shots (Shots)
Turn my dog to a boss (Boss)
We ain't gon' take no losses (Nah)
Know you tryna steal that sauce (Sauce)
Hundreds on hundreds on hundreds (Hundreds)
I done ran up me a bag (Bag)
We got a tour this summer (Summer)
I'm 'bout to run up a bag (Yeah)
Hundred thousand dollars for a walkthrough (Hundred)
I'ma need mine in cash (Hundred)
Got a whole city on my back (Yeah)
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
And I, I got a...
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper
Got a hunnit racks bustin' out the wrapper"
East Atlanta Love Letter;6LACK;2018;266798.0;https://genius.com/6LACK-East-Atlanta-Love-Letter-lyrics;"Freebandz
I remix your life like cut cocaine it's a re-rock
Ain't been wanting much lately, no, 'cause you're my detox
Repeat, run it back, one more time, 'til we hit the, sweet spot
Nobody because I say so
And my words hit like a Draco (
Draco
)
Nobody because I say so
And my words hit like a Draco
I remix your love like cut cocaine it's a re-rock (Mix your love, it's a reroute)
Nobody because I say so
And my words hit like a Draco (Brrrp)
Forty-four, 
let it go
 (Let it go)
Patek, Patek, icy cold (Let it go)
Pink diamonds, what's up?
This is a zone six 
stick up
Come through, everything get hit up"
Alone Again;The Weeknd;2020;874344.0;https://genius.com/The-Weeknd-Alone-Again-lyrics;"Take off my disguise
I'm living someone else's life
Suppressing who I was inside
So I throw two thousand ones in the sky
In Vegas, I feel so at home (In Vegas, I feel so at home)
So I throw two thousand ones in the sky (The sky)
Oh, oh, oh, how much to light up my star again
And rewire all my thoughts?
Oh, baby, won't you remind me what I am
I don't know if I can be alone again (Alone again)
I don't know if I can sleep alone again (Alone again)
Check my pulse for a second time (A second time)
I took too much, I don't wanna die
I don't know if I can be alone again (Alone again)
I don't know if I can sleep alone again
'Cause I don't know if I can be alone again
I don't know if I can be alone again"
Fester Skank;Lethal Bizzle;2015;275187.0;https://genius.com/Lethal-Bizzle-Fester-Skank-lyrics;"You might see me in a Lambo
500 horses, Django
2 2 chicken, Nando
You might see me in a Rari
Old school fella, Atari
Fester, fester, fester
Anywhere I go, I make the gang go
Fester, fester, fester
Anywhere I go, I make the gang go
It's me and Diztortion
Ending careers, abortion
Cause we're taking everything, no portion
Ten man one bottle, you're on them ones
Fester, fester, fester
Anywhere I go, I make the gang go
Fester, fester, fester
Anywhere I go, I make the gang go
You're irrelevant, pager
I'm a maverick, Sabre
You man are bankrupt, Fazer
Stay gassed up, petrol
It's a new dance, no tango
Fester, fester, fester
Anywhere I go, I make the gang go
Fester, fester, fester
Anywhere I go, I make the gang go"
Normal Girl;SZA;2017;631766.0;https://genius.com/SZA-Normal-Girl-lyrics;"Uh, you love the way I pop my top or how I lose my cool
Or how I look at you
Love the way I pump my fist or how I bust my hip
For your affection, tryna be down
No fightin' and no stoppin'
Stick around
Wish I was the type of girl that you take over to mama
The type of girl, I know my daddy, he'd be proud of (Yeah)
Be proud of (Yeah)
Be proud of, be proud, you know, you know
Wanna be the type of girl you take home to your mama
The type of girl, I know your fellas, they'd be proud of
Normal girl, oh
I wish I was a normal girl, oh, my
Normal girl, oh
I wish I was a normal girl
I'll never be, no, never be a, oh
You like it (You like it), when I be (When I be), aggressive (Aggre—)
Like it (Like it), when I be (When I be), aggressive
Type of girl you wanna take home to mama
Wanna be the type of girl, my daddy, he'd be proud of
No magazine
I really wish I was a normal girl
Normal girl, oh
I wish I was a normal girl, oh, babe
I'll never be, no, never be a, oh
This time next year, I'll be livin' so good
Won't remember your name, I swear
Won't remember no pain, I swear
Before that you figured out that I was just a normal girl
Normal girl"
Summer Friends;Chance the Rapper;2016;753445.0;https://genius.com/Chance-the-Rapper-Summer-Friends-lyrics;"Socks on concrete, Jolly Rancher kids
I was talkin' back and now I gotta stay at grandma's crib
Bunch of tank-top, nappy headed bike-stealin' Chatham boys
None of my niggas ain't had no dad
None of my niggas ain't have no choice
JJ, Mikey, Lil Derek and them
79th Street was America then
Ice cream truck and the beauty supply
Blockbuster movies and Harold's again
We were still catchin' lightnin' bugs when the plague hit the backyard
Had to come in at dark 'cause the big shorties act hard
Okay now, day camp at Grand Crossing
First day, niggas shootin'
Summer school get to losin' students
But the CPD getting new recruitment
Our summer don't, our summer, our summer don't get no shine no more
Our summer die, our summertime don't got no time no more
'Cause you're my friend
Summer friends don't stay
You're my friend
Summer friends don't stay, stay around
Summer friends, summer friends
You're my friend
Summer friends don't stay
Summer friends don't stay, hey
Stay around here
Ooh, I used to kill 'em with the long hair
Mama hair salon doin' perms out the armchair
Dad was workin' late, he treat the crib like it's a timeshare
I would mow some lawns, fold my ones like a lawn chair, hugh, hugh
Now I'm the same way, overtime all the time, every night, hey
Ready my blessin', now I'm ready how I wait
Never let a friendship get in my way
Never let a blog get in my way
Make the whole song do whatever I say
79th, 79th, 79th, hey
79th, 79th, 79th, hey
Some of my homegirls got lost in the paperwork
They was good friends but I faked the flirt
'Cause if it ain't work, can't make it work
It's been a minute since I called on a friend
Fucked up and fucked all my friends
Summer friends, summer
You're my friend
Summer friends don't stick around
Stick around, yeah
And some of us
79th, 79th, 79th, hey
79th, 79th, 79th, hey
79th, 79th, 79th, hey, hey, hey
You're my friend
79th, 79th, 79th, hey, 79th
So put your head on my shoulder
Citywide, citywide, citywide, hey
Citywide, citywide, citywide, hey
Citywide, citywide, citywide, hey
Citywide, citywide, citywide, hey
Citywide, citywide, citywide
Citywide, citywide, citywide
Citywide, citywide, citywide
Citywide, citywide, citywide
I will wait around for you
I will wait around for you
So lay your head on my table, lay your, lay your head on my table
May the Lord give your journey mercy
May you be successful, grant you favor
And bring you back safely, I love you
When I was so young before I could remember
I would always treat my gang like family members
Even when I changed, a nigga never changed up
I always bring my friends, my friends, my friends, my friends up
When I was so young before I could remember
I would always treat my gang like family members
Even when I changed, a nigga never changed up
I always bring my friends, my friends, my friends, my friends up"
Numb Numb Juice;ScHoolboy Q;2019;326623.0;https://genius.com/ScHoolboy-Q-Numb-Numb-Juice-lyrics;"Two-door coupe, hoppin' out like Jack-in-the-Box, nigga
I'm gon' shoot if this 30's all that I got, nigga
that's bitch shit
Telling on your mans so you can scram, yeah, that's bitch shit
Staying in because you know it's summer, yeah that's bitch shit
The gun won't jam, it's on on sight
Zeroes add, we don't do no class, nigga, nine subtract, ayy
Two-door coupe, hoppin' out like Jack-in-the-Box, nigga
I'm gon' shoot if this 30's all that I got, nigga
Numb numb juice to the head, fuck up the opps, nigga
Two-door coupe, hoppin' out like Jack-in-the-Box, nigga
I'm gon' shoot if this 30's all that I got, nigga
Numb numb juice to the head, fuck up the opps, nigga
CrasH Talk, take two"
II. Earth: The Oldest Computer The Last Night;Childish Gambino;2013;370268.0;https://genius.com/Childish-Gambino-II-Earth-The-Oldest-Computer-The-Last-Night-lyrics;"See now, I don't wanna see an era, an era, an era
See now, I just wanna live forever, and ever
Maybe it's the last night
Maybe it's the last night
We were gods, nobody was above me (Woo)
That ""A"" on my chest like adultery (Yeah)
That ""A"" on my chest, put your fist up (Yeah)
That ""A"" on my chest like a chipmunk
Alvin, Theodore
Breathe in, breathe out, mi amor
Breathe in, breathe out, never mind
It was time, number nine
L-L-Lies, feline with a death wish
See now, I don't wanna see an era (
No
) An era (
No
) an era
See now, I just wanna live forever and ever
Maybe it’s the last night (
You and me
)
Maybe it’s the last night (
Fireworks
)
Maybe it’s the last night (
Oh, oh, all the stars
)
Maybe it’s the last night (
Supermoon
)
Maybe it's the last night
All that I have
All I don't have's the future
Take on my soul
All night
Retweet the truth, then regret the mentions
We are the wireless survivors of things gone
Slaves to the unnamed, never live long
Live and die by the line, ""Never know fear""
Even I won't survive, is it unfair?
Is it unfair? 'Cause I don't care
When I step on that ant on the grass
Progress only thing that'll last (Last, last)
3005, the year that we fear only God will survive
To be alone is alive
See now, I don’t wanna see an era, an era, an era
See now, I just wanna live forever and ever
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
See now, I don’t wanna see an era, an era, an era
See now, I just wanna live forever and ever
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
Maybe it’s the last night
She got that body, oh, me, oh, my
Send them pics to my phone, GPOY
She got that body, oh, me, oh, my
Send them pics to my phone, GPOY
GPOY, GPOY
GPOY, GPOY
GPOY, GPOY
Send them pics to my phone, GPOY
So fly
Girl, you know you're so fly, so fly
Girl, I know I miss you
Girl, you know that I miss you
So fly
Girl, you know you're so fly, so fly
Girl, I know I miss you (I do)
Girl, you know that I miss you (I do, ooh)
You're so fly
Girl, you know you're so fly, so fly (I do, I do)
Girl, I know I miss you (Ah, I do)
Girl, you know that I miss you (I do, I do)
You're so fly
Girl, you know you're so fly, so fly (Ooh, ooh)
Girl, I know I miss you (Ooh)
Girl, you know that I miss you (Ooh, oh)"
GeorgeNotFound OnlyFans;Weston Koury;2021;372008.0;https://genius.com/Weston-Koury-GeorgeNotFound-OnlyFans-lyrics;"(
Make it 19, baby
)
Okay
Mmm, no
No, okay?
I- I don't think that's going to happen
I don't think that's going to happen
(
Oh, Dream!
)
Cool idea
I just spoke to
TommyInnit
He said, ""Give me a goddamn minute""
Bitch, two posts, one month?
George, pass me the blunt
not a fucking manhunt
(Language!)
GeorgeNotClothed
,
Clay balls exposed
""Tommy, are we the bad guys?""
Wilbur, sit on my nodes
I only date bad guys with the good halos
(I lost, dude!)
Schlatt got stacks, he bought me a 'fit
He said I looked good, so I gave him a kiss
In my maid 'fit
Help, my
's gone crazy!
cJerk
OF
Karl wants to send my ass to the moon
put that shit on zoom
Bitch, I'll take the pic
Dream laugh like, ""eeaugh""
Schlatt laughs like, ""aha ha ha""
blunt
manhunt
(Language!)
GeorgeNotClothed
Clay balls exposed
""Tommy, are we the bad guys?""
Wilbur
I only date bad guys with the good halos
Gogy
dollars
Skype
(Ah, poggers)
Sapnap and Dream, you got a room for me?
I got a maid dress, and I'll clean for free
Tubbo cut his hair, anybody see that?
I think it looks good, Tubbo
Stay safe out there, man!
You're awesome
And George, post on your OnlyFans, goddammit
I just want one post
Where you are- are-
You don't even have to be naked
I just want you to-
I just want-
I just want the username to be
GeorgeNotClothed"
Come  Talk to Me Remix;Jodeci;1992;;https://genius.com/Jodeci-Come-Talk-to-Me-Remix-lyrics;
Yuck;2 Chainz;2012;347681.0;https://genius.com/2-Chainz-Yuck-lyrics;"Yuck daddy
Yuck daddy
2 Chainz, talking on the FLX phone
Former Posturepedic I was slept on
So many chains on, it look like my neck gone
Two-gun gang, all-black Ferrari
Before Benihana's it was canned goods
Before canned goods it was Similac
I'm from where they send shots, then we send 'em back
Two guns on me, both with extensions
If you on the pole, play your position
The bitch got a man, but she scheming on the low, how it go?
It go, fuck them other niggas 'cause I'm down for my niggas
Man, life is a bitch, mine is a gold digger
Yeah, I got the chopper for the correspondents
I had enough of the broken promises
So I'm in a room full of Pocahontases
All this ice on me, and my niggas playing freeze tag
Me and my nigga pass your ho like a hot potato
I be like, ""You could get her"", he be like, ""You could get her""
I be like, ""You could have her"", he be like, ""You could have her""
He be like, ""It don't matter"", I be like, ""Me neither""
The bitch got a man, but she scheming on the low, how it go?
It go, fuck them other niggas 'cause I'm down for my niggas
Man, life is a bitch, mine is a gold digger"
